HubMAP ID,ASs
HBM876.HTRX.668,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM537.GVTL.683,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM447.KCHB.778,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM552.PBBF.363,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM282.BKRZ.254,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM834.THPC.928,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM958.GZCX.985,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM684.TLPQ.738,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM476.VHDB.268,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM393.DZDZ.972,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM942.NXWW.245,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM427.KFXP.323,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM634.QQWF.789,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM664.LQSH.693,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM873.NSHG.559,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM258.HQCL.349,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM243.MTZV.726,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM252.JLSW.848,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM246.KBZS.276,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM495.ZFDT.229,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM242.HNLH.466,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM844.KXXX.692,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM979.KNQM.454,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM525.LRPL.332,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM332.KQWB.454,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM688.FLJB.475,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM347.MRTV.333,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM996.XSNK.694,VH_M_outer_cortex_of_kidney_R,VH_M_renal_column_R
HBM669.GWVL.893,VH_F_skin
HBM399.TFTQ.282,VH_F_outer_cortex_of_kidney_L,VH_F_renal_column_L,VH_F_renal_pyramid_L_k
HBM382.HNKL.447,VH_F_renal_pyramid_L_h
HBM537.LTFK.379,VH_F_kidney_capsule_R,VH_F_outer_cortex_of_kidney_R
HBM969.VNQL.553,VH_F_skin
HBM892.MXFF.848,VH_M_outer_cortex_of_kidney_L
HBM992.XNZH.647,VH_M_outer_cortex_of_kidney_R
HBM574.NFCS.842,VH_M_renal_pyramid_d,VH_M_renal_papilla_R_d,VH_M_renal_column_R
HBM224.GLDC.549,VH_F_renal_pyramid_L_j,VH_F_renal_column_L
HBM264.RWRW.668,VH_M_outer_cortex_of_kidney_L
HBM773.WCXC.264,VH_M_outer_cortex_of_kidney_L
HBM268.RGJT.587,VH_M_outer_cortex_of_kidney_L
HBM432.BPZM.698,VH_M_renal_column_L,VH_M_renal_pyramid_L_e,VH_M_outer_cortex_of_kidney_L,VH_M_hilum_of_kidney_L
HBM578.SRZG.769,VH_M_kidney_capsule_L,VH_M_outer_cortex_of_kidney_L
HBM253.HFDZ.866,VH_M_skin
HBM894.PGJZ.258,VH_M_skin
HBM229.HKHH.537,VH_F_skin
HBM865.PBJW.845
HBM396.WPKL.954,VH_M_skin
HBM839.TQNM.958,VH_F_renal_pyramid_R_i
HBM764.ZCQR.585,VH_F_renal_pyramid_R_a,VH_F_renal_column_R,VH_F_outer_cortex_of_kidney_R
HBM797.PDPS.368,VH_F_renal_pyramid_R_a,VH_F_renal_column_R
HBM982.TPNQ.737,VH_F_outer_cortex_of_kidney_L
HBM375.ZKZZ.765,VH_F_renal_pyramid_L_a
HBM654.BKGL.942,VH_M_skin
HBM639.SGGN.469,VH_M_skin
HBM297.VBLS.984
